ID	VARID	DOCULECT	GLOSS	FRENCH	ENGLISH_SHORT	FRENCH_SHORT	ENGLISH_CATEGORY	FRENCH_CATEGORY	VALUE_ORG	SINGULAR	PLURAL	FORM	PARSED FORM	MCF	RECONSTRUCTION	NOTE	NOTES					COGID	COGIDS		CONCEPT	POS
8,936	2	BonduSoNajamba	arrow	flèche					kɛ̀mɛ́\\kɛ̀̌:-mbó, mɔ̀:sù-kɛ̀mɛ́\\-[kɛ̌:-mbò], kɛ̀mɛ̀ dùr-î:\\dùr-î:-mbò	kɛ̀mɛ̀ dùr-î:	dùr-î:-mbò															noun
8,937	0	Nanga	arrow	flèche	arrow	flèche	weapon/bow/arrow	arme/arc/flèches	[tò:-kɛ̀mɛ̀]-ǹjâ	tò:-kɛ̀mɛ̀-ǹjâ								-ǹjâ	^ ǹ j â $	ǹ/n dʒ â/a	ǹ/n dʒ â/a	975	1793	977	ARROW	noun
8,938	0	Penange	arrow	flèche	arrow	flèche	weapon/bow/arrow	arme/arc/flèches	tɔ́:-sê: (-sé:-gè)	tɔ́:-sê: 	tɔ́:-sé:-gè						*seems /k/ has palatalised to [c] and [t] and [s]	tɔ́:-sê:_	^ t ɔ́: s ê: _$	t ɔ́ː/ɔː + s ê:/eː	t ɔ́ː/ɔː - + s ê:/eː	968	1788 1791	977	ARROW	noun
8,939	0	PergeTegu	arrow	flèche	arrow	flèche	weapon/bow/arrow	arme/arc/flèches	kɛ̌m	kɛ̌m								kɛ̌m	^ k ɛ̌ m $	k ɛ̌/ɛ m	k ɛ̌/ɛ m -	970	1789	977	ARROW	noun
8,940	0	TebulUre	arrow	flèche	arrow	flèche	weapon/bow/arrow	arme/arc/flèches	tó:	tó:								tó:	^ t ó: $	t óː/oː	t óː/oː -	971	1788	977	ARROW	noun
8,941	0	TogoKan	arrow	flèche	arrow	flèche	weapon/bow/arrow	arme/arc/flèches	[kɔ̀mɔ̀-kɛ̀ⁿ]-í:ⁿ	kɔ̀mɔ̀-kɛ̀ⁿ-í:ⁿ								-í:ⁿ	^ í:ⁿ $	í:ⁿ/ĩː	- í:ⁿ/ĩː	979	1790	977	ARROW	noun
8,942	0	TommoSoTongoTongo	arrow	flèche	arrow	flèche	weapon/bow/arrow	arme/arc/flèches	tòò kɛ̌m, tòò tànnàà-ý	tòò kɛ̌m								tòò_kɛ̌m	^ t òò _ k ɛ̌ m $	t òː/oː + k ɛ̌/ɛ m	t òː/oː - + k ɛ̌/ɛ m -	970	1788 1789	977	ARROW	noun
8,942	1	TommoSoTongoTongo	arrow	flèche	arrow	flèche	weapon/bow/arrow	arme/arc/flèches	tòò kɛ̌m, tòò tànnàà-ý	tòò tà-n-nàà-ý							tànnàà is 'a stick', cf. Donno So tana 'stick', cf kaure (Gur) taɣu 'walkging stick'	tòò_kɛ̌m	^ t òò _ k ɛ̌ m $	t òː/oː + k ɛ̌/ɛ m	t òː/oː - + k ɛ̌/ɛ m -	970	1788 1789	977	ARROW	noun
8,943	0	ToroTegu	arrow	flèche	arrow	flèche	weapon/bow/arrow	arme/arc/flèches	tèyⁿ-[ì-rⁿú]	tèyⁿ-ì-rⁿú								tèyⁿ-	^ t è yⁿ $	t è/e jⁿ/j̃	t è/e jⁿ/j̃	971	1788	977	ARROW	noun
8,944	0	YandaDom	arrow	flèche	arrow	flèche	weapon/bow/arrow	arme/arc/flèches	tɛ́ŋ	tɛ́ŋ							*seems /k/ has palatalised to [c] and [t]	tɛ́ŋ	^ t ɛ́ ŋ $	t ɛ́/ɛ ŋ	t ɛ́/ɛ ŋ	971	1794	977	ARROW	noun
8,945	0	YornoSo	arrow	flèche	arrow	flèche	weapon/bow/arrow	arme/arc/flèches	kɛ́m	kɛ́m								kɛ́m	^ k ɛ́ m $	k ɛ́/ɛ m	k ɛ́/ɛ m -	970	1789	977	ARROW	noun
8,946	0	Mombo	metal plate holding rifle mechanism (cock, latch)	métal plat qui tient le mécanisme d'un fusil (chien, loquet)	mechanism	mécanisme	weapon/mechanism	arme/mécanisme	nè:ndé	nè:ndé								nè:ndé	^ n è: nd é $	n è:/eː ⁿd é/e	n è:/eː ⁿd é/e	6277	12186	1012	LATCH	noun
8,947	0	BonduSoNajamba	metal plate holding rifle mechanism (cock, latch)	métal plat qui tient le mécanisme d'un fusil (chien, loquet)	mechanism	mécanisme	weapon/mechanism	arme/mécanisme	áfà:rù\\áfà:rì	áfà:rù	áfà:rì							áfà:rù	^ á f à: r ù $	á/a f à:/aː r ù/u	á/a f à:/aː r ù/u	6278	12187	1012	LATCH	noun
8,948	0	BankanTey	(rifle) fire, discharge, go off	(fusil) éclater	fire, discharge	éclater	weapon/operate firearm	arme/utiliser arme	tá			tá						tá	^ t á $	t á/a	t á/a - -	293	606	1172	SHOOT	verb
8,949	0	BenTey	(rifle) fire, discharge, go off	(fusil) éclater	fire, discharge	éclater	weapon/operate firearm	arme/utiliser arme	ínjírí			ínjírí						ínjírí	^ í nj í r í $	í/i ⁿdʒ í/i r í/i	í/i ⁿdʒ í/i r í/i	294	607	1172	SHOOT	verb
8,950	0	DogulDomKundialang	(rifle) fire, discharge, go off	(fusil) éclater	fire, discharge	éclater	weapon/operate firearm	arme/utiliser arme	táy-yè			táy-yè						táy-yè	^ t á y y è $	t á/a j + j è/e	t á/a - j + j è/e	295	606 608	1172	SHOOT	verb
8,951	0	DonnoSo	(rifle) fire, discharge, go off	(fusil) éclater	fire, discharge	éclater	weapon/operate firearm	arme/utiliser arme	táyy-ɛ̀:\\táyy-ì-ỳ			táyy-ɛ̀:						táyy-ɛ̀:	^ t á y y ɛ̀: $	t á/a j j + ɛ̀:/ɛː	t á/a j j + ɛ̀:/ɛː	295	606 609	1172	SHOOT	verb
8,952	0	JamsayDouentza	(rifle) fire, discharge, go off	(fusil) éclater	fire, discharge	éclater	weapon/operate firearm	arme/utiliser arme	ú:rⁿó			ú:rⁿó						ú:rⁿó	^ ú: rⁿ ó $	úː/uː r̃ ó/o	úː/uː r̃ ó/o	294	610	1172	SHOOT	verb
8,953	0	Mombo	(rifle) fire, discharge, go off	(fusil) éclater	fire, discharge	éclater	weapon/operate firearm	arme/utiliser arme	ló:ndè gwé:, táyé			ló:ndè gwé:						ló:ndè_gwé:	^ l ó: nd è _ g w é: $	l óː/oː ⁿd è/e + ɡ w é:/eː	l óː/oː ⁿd è/e + ɡ w é:/eː	298	611 612	1172	SHOOT	verb
8,953	1	Mombo	(rifle) fire, discharge, go off	(fusil) éclater					ló:ndè gwé:, táyé			táyé														verb
8,954	0	BonduSoNajamba	(rifle) fire, discharge, go off	(fusil) éclater	fire, discharge	éclater	weapon/operate firearm	arme/utiliser arme	bɛ̀lí-yɛ́			bɛ̀lí-yɛ́						bɛ̀lí-yɛ́	^ b ɛ̀ l í y ɛ́ $	b ɛ̀/ɛ l í/i + j ɛ́/ɛ	b ɛ̀/ɛ l í/i + j ɛ́/ɛ	299	613 608	1172	SHOOT	verb
8,955	0	Nanga	(rifle) fire, discharge, go off	(fusil) éclater	fire, discharge	éclater	weapon/operate firearm	arme/utiliser arme	táŋí, írí-yí			táŋí						táŋí	^ t á ŋ í $	t á/a ŋ í/i	t á/a ŋ - í/i	293	614	1172	SHOOT	verb
8,955	1	Nanga	(rifle) fire, discharge, go off	(fusil) éclater					táŋí, írí-yí			írí-yí														verb
8,956	0	PergeTegu	(rifle) fire, discharge, go off	(fusil) éclater	fire, discharge	éclater	weapon/operate firearm	arme/utiliser arme	táŋgá			táŋgá						táŋgá	^ t á ŋ g á $	t á/a ŋ ɡ á/a	t á/a ŋ ɡ á/a	293	614	1172	SHOOT	verb
8,957	0	TebulUre	(rifle) fire, discharge, go off	(fusil) éclater	fire, discharge	éclater	weapon/operate firearm	arme/utiliser arme	pé: (pé:-yà-)			pé:						pé:_	^ p é: _$	p é:/eː	p é:/eː - -	302	613	1172	SHOOT	verb
8,958	0	TogoKan	(rifle) fire, discharge, go off	(fusil) éclater	fire, discharge	éclater	weapon/operate firearm	arme/utiliser arme	sálì\\sálá, kɔ́:ⁿ			sálá						sálì	^ s á l ì $	s á/a l ì/i	s á/a l ì/i	303	615	1172	SHOOT	verb
8,958	1	TogoKan	(rifle) fire, discharge, go off	(fusil) éclater					sálì\\sálá, kɔ́:ⁿ			kɔ́:ⁿ													SHOOT	verb
8,959	0	TommoSoTongoTongo	(rifle) fire, discharge, go off	(fusil) éclater	fire, discharge	éclater	weapon/operate firearm	arme/utiliser arme	úŋgúló			úŋgúló						úŋgúló	^ ú ŋ g ú l ó $	ú/u ŋ ɡ ú/u l ó/o	ú/u ŋ ɡ ú/u l ó/o	304	616	1172	SHOOT	verb
8,960	0	ToroTegu	(rifle) fire, discharge, go off	(fusil) éclater	fire, discharge	éclater	weapon/operate firearm	arme/utiliser arme	ɛ́rú\\ɛ́rá			ɛ́rá						ɛ́rú	^ ɛ́ r ú $	ɛ́/ɛ r ú/u	ɛ́/ɛ r ú/u	294	610	1172	SHOOT	verb
8,961	0	YandaDom	(rifle) fire, discharge, go off	(fusil) éclater	fire, discharge	éclater	weapon/operate firearm	arme/utiliser arme	tóŋɔ́\\tóŋá-lì			tóŋɔ́						tóŋɔ́	^ t ó ŋ ɔ́ $	t ó/o ŋ ɔ́/ɔ	t ó/o ŋ - ɔ́/ɔ	293	614	1172	SHOOT	verb
8,962	0	YornoSo	(rifle) fire, discharge, go off	(fusil) éclater	fire, discharge	éclater	weapon/operate firearm	arme/utiliser arme	táŋá-\\táŋú			táŋá						táŋá-	^ t á ŋ á $	t á/a ŋ á/a	t á/a ŋ - á/a	293	614	1172	SHOOT	verb
8,963	0	JamsayDouentza	(modern) weaponry, armaments	armements, armes de guerre (modernes)	weaponry	armes	weapon/weaponry	arme/armements	lárvêl	lárvêl								lárvêl	^ l á r v ê l $	l á/a r v ê/e l	l á/a r v ê/e l	285	586	951	WEAPONS	noun
8,964	0	Mombo	(modern) weaponry, armaments	armements, armes de guerre (modernes)	weaponry	armes	weapon/weaponry	arme/armements	kɔ̀mbɔ̀ gólégè	kɔ̀mbɔ̀ gólégè								kɔ̀mbɔ̀_gólégè	^ k ɔ̀ mb ɔ̀ _ g ó l é g è $	k ɔ̀/ɔ ⁿb ɔ̀/ɔ + ɡ ó/o l é/e ɡ è/e	k ɔ̀/ɔ ⁿb ɔ̀/ɔ + ɡ ó/o l é/e ɡ è/e	286	587 588	951	WEAPONS	noun
8,965	0	TogoKan	(modern) weaponry, armaments	armements, armes de guerre (modernes)	weaponry	armes	weapon/weaponry	arme/armements	kɔ̀mɔ̀-gɛ́rⁿí:	kɔ̀mɔ̀-gɛ́rⁿí:								kɔ̀mɔ̀-gɛ́rⁿí:	^ k ɔ̀ m ɔ̀ g ɛ́ rⁿ í: $	k ɔ̀/ɔ m ɔ̀/ɔ + ɡ ɛ́/ɛ r̃ í:/iː	k ɔ̀/ɔ m ɔ̀/ɔ + ɡ ɛ́/ɛ r̃ í:/iː	286	587 589	951	WEAPONS	noun
8,966	0	TommoSoTongoTongo	(modern) weaponry, armaments	armements, armes de guerre (modernes)	weaponry	armes	weapon/weaponry	arme/armements	màlfà kɔ̀mbɔ̀ tǎy	màlfà kɔ̀mbɔ̀ tǎ-y								màlfà_kɔ̀mbɔ̀_tǎy	^ m à l f à _ k ɔ̀ mb ɔ̀ _ t ǎ y $	m à/a l f à/a + k ɔ̀/ɔ ⁿb ɔ̀/ɔ + t ǎ/a j	m à/a l f à/a + k ɔ̀/ɔ ⁿb ɔ̀/ɔ + t ǎ/a j	288	590 587 591	951	WEAPONS	noun
8,967	0	YornoSo	(modern) weaponry, armaments	armements, armes de guerre (modernes)	weaponry	armes	weapon/weaponry	arme/armements	kɔ̀mɔ̀-gɛ́n	kɔ̀mɔ̀-gɛ́n								kɔ̀mɔ̀-gɛ́n	^ k ɔ̀ m ɔ̀ g ɛ́ n $	k ɔ̀/ɔ m ɔ̀/ɔ + ɡ ɛ́/ɛ n	k ɔ̀/ɔ m ɔ̀/ɔ + ɡ ɛ́/ɛ n	286	587 592	951	WEAPONS	noun
8,968	0	BankanTey	fine (penalty)	amende	fine	amende	crime/deception/punish	délit/duperie/punir	júkkɔ́:rɛ̀, júkkúŋgù	júkkɔ́:rɛ̀								júkkɔ́:rɛ̀	^ j ú k k ɔ́: r ɛ̀ $	dʒ ú/u k k ɔ́ː/ɔː r ɛ̀/ɛ	dʒ ú/u k k ɔ́ː/ɔː r ɛ̀/ɛ	3930	7740	218	FINE (PENALTY)	noun
8,968	1	BankanTey	fine (penalty)	amende					júkkɔ́:rɛ̀, júkkúŋgù	júkkúŋgù																noun
8,969	0	BenTey	fine (penalty)	amende	fine	amende	crime/deception/punish	délit/duperie/punir	júkká:rɛ̀	júkká:rɛ̀								júkká:rɛ̀	^ j ú k k á: r ɛ̀ $	dʒ ú/u k k á:/aː r ɛ̀/ɛ	dʒ ú/u k k á:/aː r ɛ̀/ɛ	3930	7741	218	FINE (PENALTY)	noun
8,970	0	Bunoge	fine (penalty)	amende	fine	amende	crime/deception/punish	délit/duperie/punir	jùkkí	jùkkí								jùkkí	^ j ù k k í $	dʒ ù/u k k í/i	dʒ ù/u k k - - í/i	3930	7740	218	FINE (PENALTY)	noun
8,971	0	DogulDomKundialang	fine (penalty)	amende	fine	amende	crime/deception/punish	délit/duperie/punir	jûk	jûk								jûk	^ j û k $	dʒ û/u k	dʒ û/u - k - - -	3930	7740	218	FINE (PENALTY)	noun
8,972	0	DonnoSo	fine (penalty)	amende	fine	amende	crime/deception/punish	délit/duperie/punir	júgù	júgù								júgù	^ j ú g ù $	dʒ ú/u ɡ ù/u	dʒ ú/u - ɡ - - ù/u	3930	7740	218	FINE (PENALTY)	noun
8,973	0	JamsayDouentza	fine (penalty)	amende	fine	amende	crime/deception/punish	délit/duperie/punir	júkká:rɛ̀	júkká:rɛ̀								júkká:rɛ̀	^ j ú k k á: r ɛ̀ $	dʒ ú/u k k á:/aː r ɛ̀/ɛ	dʒ ú/u k k á:/aː r ɛ̀/ɛ	3930	7741	218	FINE (PENALTY)	noun
8,974	0	Mombo	fine (penalty)	amende	fine	amende	crime/deception/punish	délit/duperie/punir	júgú	júgú								júgú	^ j ú g ú $	dʒ ú/u ɡ ú/u	dʒ ú/u - ɡ - - ú/u	3930	7740	218	FINE (PENALTY)	noun
8,975	0	BonduSoNajamba	fine (penalty)	amende	fine	amende	crime/deception/punish	délit/duperie/punir	júkkù-ŋgò\\júkkɛ̀rɛ̀, díyá:\\díyɛ́:	júkkù-ŋgò	júkkɛ̀rɛ̀							júkkù-ŋgò	^ j ú k k ù ŋ g ò $	dʒ ú/u k k ù/u + ŋ ɡ ò/o	dʒ ú/u k k - - ù/u + ŋ ɡ ò/o	3930	7740 7742	218	FINE (PENALTY)	noun
8,975	1	BonduSoNajamba	fine (penalty)	amende					júkkù-ŋgò\\júkkɛ̀rɛ̀, díyá:\\díyɛ́:	díyá:	díyɛ́:															noun
8,976	0	Nanga	fine (penalty)	amende	fine	amende	crime/deception/punish	délit/duperie/punir	júgɛ́-ndɛ́	júgɛ́-ndɛ́								júgɛ́-ndɛ́	^ j ú g ɛ́ nd ɛ́ $	dʒ ú/u ɡ ɛ́/ɛ + ⁿd ɛ́/ɛ	dʒ ú/u - ɡ - - ɛ́/ɛ + ⁿd ɛ́/ɛ	3930	7740 7743	218	FINE (PENALTY)	noun
8,977	0	Penange	fine (penalty)	amende	fine	amende	crime/deception/punish	délit/duperie/punir	júkkì	júkkì								júkkì	^ j ú k k ì $	dʒ ú/u k k ì/i	dʒ ú/u k k - - ì/i	3930	7740	218	FINE (PENALTY)	noun
8,978	0	PergeTegu	fine (penalty)	amende	fine	amende	crime/deception/punish	délit/duperie/punir	júkká:rɛ̀	júkká:rɛ̀								júkká:rɛ̀	^ j ú k k á: r ɛ̀ $	dʒ ú/u k k á:/aː r ɛ̀/ɛ	dʒ ú/u k k á:/aː r ɛ̀/ɛ	3930	7741	218	FINE (PENALTY)	noun
8,979	0	TebulUre	fine (penalty)	amende	fine	amende	crime/deception/punish	délit/duperie/punir	pùrǎ:	pùrǎ:								pùrǎ:	^ p ù r ǎ: $	p ù/u r ǎ:/aː	p ù/u r ǎ:/aː	3941	7744	218	FINE (PENALTY)	noun
8,980	0	TogoKan	fine (penalty)	amende	fine	amende	crime/deception/punish	délit/duperie/punir	ɲì:rⁿí	ɲì:rⁿí								ɲì:rⁿí	^ ɲ ì: rⁿ í $	ɲ/ɲ ì:/iː r̃ í/i	ɲ/ɲ ì:/iː r̃ í/i	3941	7745	218	FINE (PENALTY)	noun
8,981	0	TommoSoTongoTongo	fine (penalty)	amende	fine	amende	crime/deception/punish	délit/duperie/punir	júkɔ́, jàŋgú	júkɔ́								júkɔ́	^ j ú k ɔ́ $	dʒ ú/u k ɔ́/ɔ	dʒ ú/u - k - - ɔ́/ɔ	3930	7740	218	FINE (PENALTY)	noun
8,981	1	TommoSoTongoTongo	fine (penalty)	amende	fine	amende	crime/deception/punish	délit/duperie/punir	júkɔ́, jàŋgú	jàŋ-gú								júkɔ́	^ j ú k ɔ́ $	dʒ ú/u k ɔ́/ɔ	dʒ ú/u - k - - ɔ́/ɔ	3930	7740	218	FINE (PENALTY)	noun
8,982	0	ToroTegu	fine (penalty)	amende	fine	amende	crime/deception/punish	délit/duperie/punir	júkkɔ́:rɛ̀	júkkɔ́:rɛ̀								júkkɔ́:rɛ̀	^ j ú k k ɔ́: r ɛ̀ $	dʒ ú/u k k ɔ́ː/ɔː r ɛ̀/ɛ	dʒ ú/u k k ɔ́ː/ɔː r ɛ̀/ɛ	3930	7741	218	FINE (PENALTY)	noun
8,983	0	YandaDom	fine (penalty)	amende	fine	amende	crime/deception/punish	délit/duperie/punir	ʔə̀ɲìn	ʔə̀ɲìn								ʔə̀ɲìn	^ ʔ ə̀ ɲ ì n $	ʔ ə̀/ə ɲ/ɲ ì/i n	ʔ ə̀/ə ɲ/ɲ ì/i n	3945	7746	218	FINE (PENALTY)	noun
8,984	0	YornoSo	fine (penalty)	amende	fine	amende	crime/deception/punish	délit/duperie/punir	júgú	júgú								júgú	^ j ú g ú $	dʒ ú/u ɡ ú/u	dʒ ú/u - ɡ - - ú/u	3930	7740	218	FINE (PENALTY)	noun
8,985	0	BankanTey	hidden, furtive, secret	caché, clandestin, secret	hidden, furtive, secret	caché, clandestin, secret	crime/deception/stealth	délit/duperie/en cachette	zɔ́wàn	zɔ́wàn								zɔ́wàn	^ z ɔ́ w à n $	z ɔ́/ɔ w à/a n	z ɔ́/ɔ w à/a n	4998	9820	1121	SECRET	adjective
8,986	0	DogulDomBendiely	hidden, furtive, secret	caché, clandestin, secret	hidden, furtive, secret	caché, clandestin, secret	crime/deception/stealth	délit/duperie/en cachette	jòòyá	jòòyá								jòòyá	^ j òò y á $	dʒ òː/oː j á/a	dʒ òː/oː j á/a	4999	9821	1121	SECRET	adjective
8,987	0	DonnoSo	hidden, furtive, secret	caché, clandestin, secret	hidden, furtive, secret	caché, clandestin, secret	crime/deception/stealth	délit/duperie/en cachette	jɔ́yɔ̀	jɔ́yɔ̀								jɔ́yɔ̀	^ j ɔ́ y ɔ̀ $	dʒ ɔ́/ɔ j ɔ̀/ɔ	dʒ ɔ́/ɔ j ɔ̀/ɔ	4999	9821	1121	SECRET	adjective
8,988	0	JamsayDouentza	hidden, furtive, secret	caché, clandestin, secret	hidden, furtive, secret	caché, clandestin, secret	crime/deception/stealth	délit/duperie/en cachette	báŋá	báŋá								báŋá	^ b á ŋ á $	b á/a ŋ á/a	b á/a ŋ á/a	5001	9822	1121	SECRET	adjective
8,989	0	Mombo	hidden, furtive, secret	caché, clandestin, secret	hidden, furtive, secret	caché, clandestin, secret	crime/deception/stealth	délit/duperie/en cachette	kùkùyá	kùkùyá								kùkùyá	^ k ù k ù y á $	k ù/u k ù/u j á/a	k ù/u k ù/u j á/a	5002	9823	1121	SECRET	adjective
8,990	0	Nanga	hidden, furtive, secret	caché, clandestin, secret	hidden, furtive, secret	caché, clandestin, secret	crime/deception/stealth	délit/duperie/en cachette	dáw-yɛ̀	dáw-yɛ̀								dáw-yɛ̀	^ d á w y ɛ̀ $	d á/a w + j ɛ̀/ɛ	d á/a w + j ɛ̀/ɛ	5003	9824 9825	1121	SECRET	adjective
8,991	0	PergeTegu	hidden, furtive, secret	caché, clandestin, secret	hidden, furtive, secret	caché, clandestin, secret	crime/deception/stealth	délit/duperie/en cachette	súgò	súgò								súgò	^ s ú g ò $	s ú/u ɡ ò/o	s ú/u ɡ ò/o	5004	9826	1121	SECRET	adjective
8,992	0	TebulUre	hidden, furtive, secret	caché, clandestin, secret	hidden, furtive, secret	caché, clandestin, secret	crime/deception/stealth	délit/duperie/en cachette	bóŋgúrgó	bóŋgúrgó								bóŋgúrgó	^ b ó ŋ g ú r g ó $	b ó/o ŋ ɡ ú/u r ɡ ó/o	b ó/o ŋ ɡ ú/u r ɡ ó/o	5005	9827	1121	SECRET	adjective
8,993	0	TogoKan	hidden, furtive, secret	caché, clandestin, secret	hidden, furtive, secret	caché, clandestin, secret	crime/deception/stealth	délit/duperie/en cachette	báŋ	báŋ								báŋ	^ b á ŋ $	b á/a ŋ	b á/a ŋ -	5001	9822	1121	SECRET	adjective
8,994	0	TommoSoTongoTongo	hidden, furtive, secret	caché, clandestin, secret	hidden, furtive, secret	caché, clandestin, secret	crime/deception/stealth	délit/duperie/en cachette	bóŋú, bóŋú-ndú	bóŋú								bóŋú	^ b ó ŋ ú $	b ó/o ŋ ú/u	b ó/o ŋ ú/u	5001	9822	1121	SECRET	adjective
8,994	1	TommoSoTongoTongo	hidden, furtive, secret	caché, clandestin, secret					bóŋú, bóŋú-ndú	bóŋú-ndú																adjective
8,995	0	YornoSo	hidden, furtive, secret	caché, clandestin, secret	hidden, furtive, secret	caché, clandestin, secret	crime/deception/stealth	délit/duperie/en cachette	bɔ́ŋú-rú	bɔ́ŋú-rú								bɔ́ŋú-rú	^ b ɔ́ ŋ ú r ú $	b ɔ́/ɔ ŋ ú/u + r ú/u	b ɔ́/ɔ ŋ ú/u + r ú/u	5001	9822 9828	1121	SECRET	adjective
8,996	0	BankanTey	steal (sth)	voler (qch)	rob, steal	voler	crime/deception/theft	délit/duperie/vol	gùró			gùró						gùró	^ g ù r ó $	ɡ ù/u r ó/o	ɡ ù/u - r ó/o	9154	17764	713	STEAL	verb
8,997	0	BenTey	steal (sth)	voler (qch)	rob, steal	voler	crime/deception/theft	délit/duperie/vol	gùró			gùró						gùró	^ g ù r ó $	ɡ ù/u r ó/o	ɡ ù/u - r ó/o	9154	17764	713	STEAL	verb
8,998	0	Bunoge	steal (sth)	voler (qch)	rob, steal	voler	crime/deception/theft	délit/duperie/vol	kámgà kánì, gúyyè			kámgà kánì						kámgà_kánì	^ k á m g à _ k á n ì $	k á/a m ɡ à/a + k á/a n ì/i	k á/a m ɡ à/a + k á/a n - ì/i	9151	17765 17764	713	STEAL	verb
8,998	1	Bunoge	steal (sth)	voler (qch)					kámgà kánì, gúyyè			gúyyè														verb
8,999	0	DogulDomBendiely	steal (sth)	voler (qch)	rob, steal	voler	crime/deception/theft	délit/duperie/vol	gùɲé			gùɲé						gùɲé	^ g ù ɲ é $	ɡ ù/u ɲ/ɲ é/e	ɡ ù/u ɲ/ɲ - é/e	9154	17764	713	STEAL	verb
9,000	0	DogulDomKundialang	steal (sth)	voler (qch)	rob, steal	voler	crime/deception/theft	délit/duperie/vol	gùɲɲé			gùɲɲé						gùɲɲé	^ g ù ɲ ɲ é $	ɡ ù/u ɲ/ɲ ɲ/ɲ é/e	ɡ ù/u ɲ/ɲ ɲ/ɲ é/e	9154	17764	713	STEAL	verb
9,001	0	DonnoSo	steal (sth)	voler (qch)	rob, steal	voler	crime/deception/theft	délit/duperie/vol	gě:ⁿ\\géⁿ-èⁿ			géⁿ-èⁿ						gě:ⁿ	^ g ě:ⁿ $	ɡ ě:ⁿ/ẽː	ɡ ě:ⁿ/ẽː	9154	17766	713	STEAL	verb
9,002	0	JamsayDouentza	steal (sth)	voler (qch)	rob, steal	voler	crime/deception/theft	délit/duperie/vol	gùyⁿó			gùyⁿó						gùyⁿó	^ g ù yⁿ ó $	ɡ ù/u jⁿ/j̃ ó/o	ɡ ù/u - jⁿ/j̃ ó/o	9154	17764	713	STEAL	verb
9,003	0	Mombo	steal (sth)	voler (qch)	rob, steal	voler	crime/deception/theft	délit/duperie/vol	gyé:			gyé:						gyé:	^ g y é: $	ɡ j é:/eː	ɡ - - j é:/eː	9154	17764	713	STEAL	verb
9,004	0	BonduSoNajamba	steal (sth)	voler (qch)	rob, steal	voler	crime/deception/theft	délit/duperie/vol	jàmílɛ́			jàmílɛ́						jàmílɛ́	^ j à m í l ɛ́ $	dʒ à/a m í/i l ɛ́/ɛ	dʒ à/a m í/i l ɛ́/ɛ	9157	17767	713	STEAL	verb
9,005	0	Nanga	steal (sth)	voler (qch)	rob, steal	voler	crime/deception/theft	délit/duperie/vol	gùró			gùró						gùró	^ g ù r ó $	ɡ ù/u r ó/o	ɡ ù/u - r ó/o	9154	17764	713	STEAL	verb
9,006	0	Penange	steal (sth)	voler (qch)	rob, steal	voler	crime/deception/theft	délit/duperie/vol	gúyé			gúyé						gúyé	^ g ú y é $	ɡ ú/u j é/e	ɡ ú/u - j é/e	9154	17764	713	STEAL	verb
9,007	0	PergeTegu	steal (sth)	voler (qch)	rob, steal	voler	crime/deception/theft	délit/duperie/vol	gùyⁿó			gùyⁿó						gùyⁿó	^ g ù yⁿ ó $	ɡ ù/u jⁿ/j̃ ó/o	ɡ ù/u - jⁿ/j̃ ó/o	9154	17764	713	STEAL	verb
9,008	0	TebulUre	steal (sth)	voler (qch)	rob, steal	voler	crime/deception/theft	délit/duperie/vol	gùɲó (gùɲó-tì-)			gùɲó						gùɲó_	^ g ù ɲ ó _$	ɡ ù/u ɲ/ɲ ó/o	ɡ ù/u ɲ/ɲ - ó/o	9154	17764	713	STEAL	verb
9,009	0	Tiranige	steal (sth)	voler (qch)	rob, steal	voler	crime/deception/theft	délit/duperie/vol	kám(ú)			kámú						kám	^ k á m $	k á/a m	k á/a m	9154	17768	713	STEAL	verb
9,010	0	TogoKan	steal (sth)	voler (qch)	rob, steal	voler	crime/deception/theft	délit/duperie/vol	gǐ:ⁿ			gǐ:ⁿ						gǐ:ⁿ	^ g ǐ:ⁿ $	ɡ ǐ:ⁿ/ĩː	ɡ ǐ:ⁿ/ĩː	9154	17766	713	STEAL	verb
9,011	0	TommoSoTongoTongo	steal (sth)	voler (qch)	rob, steal	voler	crime/deception/theft	délit/duperie/vol	gùyⁿɔ́			gùyⁿɔ́						gùyⁿɔ́	^ g ù yⁿ ɔ́ $	ɡ ù/u jⁿ/j̃ ɔ́/ɔ	ɡ ù/u - jⁿ/j̃ ɔ́/ɔ	9154	17764	713	STEAL	verb
9,012	0	ToroTegu	steal (sth)	voler (qch)	rob, steal	voler	crime/deception/theft	délit/duperie/vol	gúyⁿó gǔyⁿ\\gùyⁿó			gùyⁿó						gúyⁿó_gǔyⁿ	^ g ú yⁿ ó _ g ǔ yⁿ $	ɡ ú/u jⁿ/j̃ ó/o + ɡ ǔ/u jⁿ/j̃	ɡ ú/u - jⁿ/j̃ ó/o + ɡ ǔ/u jⁿ/j̃	9154	17764 17769	713	STEAL	verb
9,013	0	YandaDom	steal (sth)	voler (qch)	rob, steal	voler	crime/deception/theft	délit/duperie/vol	zámnɛ́\\zàmnà			zámnɛ́						zámnɛ́	^ z á m n ɛ́ $	z á/a m n ɛ́/ɛ	z á/a m n ɛ́/ɛ	9166	17770	713	STEAL	verb
