ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	ALIGNMENT
8809	DogulDomBendiely	mother's younger sister	m̀bá+y	m̀ b á + y	8666	m̀ b á + y
8810	DogulDomKundialang	mother's younger sister	ɔ̀bíí	ɔ̀ b íí	8667	ɔ̀ b íí
8811	DogulDomKundialang	mother's younger sister	m̀bá+y	m̀ b á + y	8666	m̀ b á + y
8812	DonnoSo	mother's younger sister	nàá	n à á	8668	n à á
8813	JamsayDouentza	mother's younger sister	nààtě+y+ⁿ	n àà t ě + y +ⁿ	8663	n àà t ě + - y +ⁿ
8814	Mombo	mother's younger sister	bɔ́ɔ́	b ɔ́ɔ́	8670	b ɔ́ɔ́
8815	BonduSoNajamba	mother's younger sister	ɲɔ̌n+jɔ̀	ɲ ɔ̌ n + j ɔ̀	8664	ɲ ɔ̌ n + j ɔ̀
8816	Nanga	mother's younger sister	dètɛ̀+gɛ̂	d è t ɛ̀ + g ɛ̂	8671	d è t ɛ̀ + g ɛ̂
8817	PergeTegu	mother's younger sister	nààtɛ̌+y+ⁿ	n àà t ɛ̌ + y +ⁿ	8663	n àà t ɛ̌ + - y +ⁿ
8818	TebulUre	mother's younger sister	nàsɛ̌ɛ̌	n à s ɛ̌ɛ̌	8673	n à s ɛ̌ɛ̌ - - -
8819	TebulUre	mother's younger sister	nàsɛ̀+gɛ́	n à s ɛ̀ + g ɛ́	8673	n à s ɛ̀ + g ɛ́
8820	Tiranige	mother's younger sister	nɛ̀ɛ̀wé+níwè	n ɛ̀ɛ̀ w é + n í w è	8674	n ɛ̀ɛ̀ w é + n í w è
8821	TogoKan	mother's younger sister	lɔ́ɔ́	l ɔ́ɔ́	8675	l ɔ́ɔ́
8822	TommoSoTongoTongo	mother's younger sister	nààdà+gú	n àà d à + g ú	8663	n àà d à + g ú -
8823	ToroTegu	mother's younger sister	nàlɔ̌ɔ̌	n à l ɔ̌ɔ̌	8677	n à l ɔ̌ɔ̌
8824	YandaDom	mother's younger sister	ìyànɛ̀	ì y à n ɛ̀	8678	ì y à n ɛ̀
8825	YornoSo	mother's younger sister	nààdá+gù	n àà d á + g ù	8663	n àà d á + g ù -
2265	Ampari	mouth	ì+mbí	ì + m b í	8679	ì + m b í
2266	BankanTey	mouth	mbu�u�	m b u � u �	8680	m b u � u �
2267	BenTey	mouth	mòó	m ò ó	8681	m - ò ó
2268	BenTey	mouth	m̀bòó	m̀ b ò ó	8681	m̀ b ò ó
2269	Bunoge	mouth	tònì	t ò n ì	8683	t ò n ì
2270	DogulDomBendiely	mouth	kɛ́n+nù	k ɛ́ n + n ù	8684	k ɛ́ n + n ù -
2271	DogulDomKundialang	mouth	kɛ̀n+núŋ́	k ɛ̀ n + n ú ŋ́	8684	k ɛ̀ n + n ú ŋ́
2272	DonnoSo	mouth	kɛ̀n+nɛ́	k ɛ̀ n + n ɛ́	8684	k ɛ̀ n + n ɛ́ -
2273	JamsayGourou	mouth	káá	k áá	8687	k áá -
2274	JamsayDouentza	mouth	káá	k áá	8687	k áá -
2275	Mombo	mouth	dónì	d ó n ì	8683	d ó n ì
2276	BonduSoNajamba	mouth	ìbí+ŋgé	ì b í + ŋ g é	8682	ì b í + ŋ g é
2277	Nanga	mouth	nɔ̌ɔ̌	n ɔ̌ɔ̌	8690	n ɔ̌ɔ̌
2278	Penange	mouth	dòn	d ò n	8683	d ò n -
2279	PergeTegu	mouth	káá	k áá	8687	k áá -
2280	TebulUre	mouth	m̀bù+gɔ́	m̀ b ù + g ɔ́	8693	m̀ b ù + g ɔ́
2281	Tiranige	mouth	ɔ̀+mɔ̀	ɔ̀ + m ɔ̀	8694	ɔ̀ + m ɔ̀
2282	TogoKan	mouth	ká+ⁿ	k á +ⁿ	8687	k á +ⁿ
2283	TommoSoTongoTongo	mouth	kɛ̀n+nɛ́	k ɛ̀ n + n ɛ́	8684	k ɛ̀ n + n ɛ́ -
2284	TommoSoTongoTongo	mouth	áŋá	á ŋ á	8703	á ŋ á
2285	TomoKanDiangassagou	mouth	káá+ⁿ	k áá +ⁿ	8687	k áá +ⁿ
2286	TomoKanSegue	mouth	káá+ⁿ	k áá +ⁿ	8687	k áá +ⁿ
2287	ToroTegu	mouth	ká	k á	8687	k á -
2288	YandaDom	mouth	cɛ́nɛ́	c ɛ́ n ɛ́	8700	c ɛ́ n ɛ́
2289	YandaDom	mouth	m̀bò	m̀ b ò	8681	m̀ b - ò
2290	YornoSo	mouth	kɛ̀nɛ́	k ɛ̀ n ɛ́	8700	k ɛ̀ n ɛ́
2291	YornoSo	mouth	áŋá	á ŋ á	8703	á ŋ á
7284	BenTey	move (to a new dwelling), relocate	táŋg+í	t á ŋ g + í	8704	t á ŋ g + í - - - -
7285	Bunoge	move (to a new dwelling), relocate	kɛ́t+á+ŋàmb+àt+áŋg+è	k ɛ́ t + á + ŋ à m b + à t + á ŋ g + è	8706	k ɛ́ t + á + ŋ à m b + à t + á ŋ g + è
7286	DogulDomBendiely	move (to a new dwelling), relocate	tàŋ+ɛ́	t à ŋ + ɛ́	8707	t à ŋ + ɛ́
7287	DogulDomKundialang	move (to a new dwelling), relocate	táŋ+è	t á ŋ + è	8707	t á ŋ + è
7288	DonnoSo	move (to a new dwelling), relocate	táŋ+à	t á ŋ + à	8707	t á ŋ + à
7289	JamsayDouentza	move (to a new dwelling), relocate	táŋ+á+gàr+á	t á ŋ + á + g à r + á	8710	t á ŋ + á + g à r + á
7290	JamsayDouentza	move (to a new dwelling), relocate	ɛ́gg+ɛ́	ɛ́ gg + ɛ́	8716	ɛ́ gg + ɛ́
7291	BonduSoNajamba	move (to a new dwelling), relocate	bɛ̀l+ì+yɛ́	b ɛ̀ l + ì + yɛ́	8705	b ɛ̀ l + ì + yɛ́
7292	Penange	move (to a new dwelling), relocate	táŋg+únd+è	t á ŋ g + ú n d + è	8704	t á ŋ g + ú n d + è
7293	TebulUre	move (to a new dwelling), relocate	dámb+ád+ìlɛ́	d á m b + á d + ì l ɛ́	8712	d á m b + á d + ì l ɛ́
7294	TebulUre	move (to a new dwelling), relocate	úlód+ì+lɛ́	ú l ó d + ì + l ɛ́	8717	ú l ó d + ì + l ɛ́
7295	TommoSoTongoTongo	move (to a new dwelling), relocate	táŋ+á	t á ŋ + á	8707	t á ŋ + á
7296	YandaDom	move (to a new dwelling), relocate	tíŋ+ɛ́	t í ŋ + ɛ́	8707	t í ŋ + ɛ́
7297	YornoSo	move (to a new dwelling), relocate	táŋ+á	t á ŋ + á	8707	t á ŋ + á
5920	BankanTey	mud	pɔ̀pɔ̀+tú	p ɔ̀ p ɔ̀ + t ú	8719	p ɔ̀ p ɔ̀ + t ú
5921	BenTey	mud	pùpɔ̀+tú	p ù p ɔ̀ + t ú	8719	p ù p ɔ̀ + t ú
5922	BenTey	mud	pìpɔ̀+tú	p ì p ɔ̀ + t ú	8719	p ì p ɔ̀ + t ú
5923	DogulDomKundialang	mud	pɔ́+ndù	p ɔ́ + n d ù	8721	p ɔ́ + n d ù
5924	DonnoSo	mud	pɔ́+ndù	p ɔ́ + n d ù	8721	p ɔ́ + n d ù
5925	JamsayGourou	mud	pìpɔ̀+tú	p ì p ɔ̀ + t ú	8719	p ì p ɔ̀ + t ú
5926	JamsayDouentza	mud	pìpɔ̀+tú	p ì p ɔ̀ + t ú	8719	p ì p ɔ̀ + t ú
5927	JamsayMondoro	mud	pɔ̀tú	p ɔ̀ t ú	8725	p ɔ̀ t ú
5928	Mombo	mud	mììté+ré	m ìì t é + r é	8726	m ìì t é + r é
5929	BonduSoNajamba	mud	pɔ̀tɔ̀+pɔ̀tɛ́+ŋgò	p ɔ̀ t ɔ̀ + p ɔ̀ t ɛ́ + ŋ g ò	8720	p ɔ̀ t ɔ̀ + p ɔ̀ t ɛ́ + ŋ g ò
5930	Nanga	mud	pɔ̀pɔ̀+tí	p ɔ̀ p ɔ̀ + t í	8719	p ɔ̀ p ɔ̀ + t í
5931	Penange	mud	ɔ̀gɔ̀lɔ̀	ɔ̀ g ɔ̀ l ɔ̀	8728	ɔ̀ g ɔ̀ l ɔ̀
5932	PergeTegu	mud	pɔ̀pɔ̀+tú	p ɔ̀ p ɔ̀ + t ú	8719	p ɔ̀ p ɔ̀ + t ú
5933	TebulUre	mud	pɔ̀+ndɔ́	p ɔ̀ + n d ɔ́	8721	p ɔ̀ + n d ɔ́
5934	Tiranige	mud	ɔ̀+gɔ̀	ɔ̀ + g ɔ̀	8731	- ɔ̀ + g ɔ̀
5935	TogoKan	mud	lɔ̀gɔ̀+gɛ́+ⁿ	l ɔ̀ g ɔ̀ + g ɛ́ +ⁿ	8732	l ɔ̀ g ɔ̀ + g ɛ́ +ⁿ
5936	TogoKan	mud	lɔ̀+gɔ́	l ɔ̀ + g ɔ́	8731	l ɔ̀ + g ɔ́
5937	TommoSoTongoTongo	mud	pɔ́+ndú	p ɔ́ + n d ú	8721	p ɔ́ + n d ú
5938	ToroTegu	mud	pɔ̀tɔ̀+pɔ́tɔ̀	p ɔ̀ t ɔ̀ + p ɔ́ t ɔ̀	8720	p ɔ̀ t ɔ̀ + p ɔ́ t ɔ̀ - - - -
5939	YandaDom	mud	pɔ̀pɔ̀+dù	p ɔ̀ p ɔ̀ + d ù	8719	p ɔ̀ p ɔ̀ + d ù
5940	YornoSo	mud	pɔ́nù	p ɔ́ n ù	8725	p ɔ́ n ù
5941	YornoSo	mud	pɔ́nɔ̀	p ɔ́ n ɔ̀	8725	p ɔ́ n ɔ̀
2553	BankanTey	nape (below skull)	kɔ̀rɔ̀+tùlú	k ɔ̀ r ɔ̀ + t ù l ú	8733	k ɔ̀ r ɔ̀ + t ù l ú - - - -
2554	BenTey	nape (below skull)	kɔ̀rɔ̀+tùlú	k ɔ̀ r ɔ̀ + t ù l ú	8733	k ɔ̀ r ɔ̀ + t ù l ú - - - -
2555	JamsayGourou	nape (below skull)	kɔ̀rɔ̀+gòró	k ɔ̀ r ɔ̀ + g ò r ó	8736	k ɔ̀ r ɔ̀ + g ò r ó
2556	JamsayDouentza	nape (below skull)	kàjà+gòró	k à j à + g ò r ó	8736	k à j à + g ò r ó
2557	Mombo	nape (below skull)	gúlù	g ú l ù	8738	g ú l ù
2558	BonduSoNajamba	nape (below skull)	dɔ̀rɔ̀ɔ̀+dûdû	d ɔ̀ r ɔ̀ɔ̀ + d û d û	8735	d ɔ̀ r ɔ̀ɔ̀ + d û d û
2559	Nanga	nape (below skull)	kɔ̀rɔ̀+tù+ndí	k ɔ̀ r ɔ̀ + t ù + n d í	8733	k ɔ̀ r ɔ̀ + t ù - - + n d í
2560	PergeTegu	nape (below skull)	kɔ̀rɔ̀+gòró	k ɔ̀ r ɔ̀ + g ò r ó	8736	k ɔ̀ r ɔ̀ + g ò r ó
2561	TebulUre	nape (below skull)	kàdà+mò+ŋgò+ró	k à d à + m ò + ŋ g ò + r ó	8741	k à d à + m ò + ŋ g ò + r ó
2562	TogoKan	nape (below skull)	gòró	g ò r ó	8736	- - - - - g ò r ó
2563	TommoSoTongoTongo	nape (below skull)	dɔ̀rɔ́	d ɔ̀ r ɔ́	8735	d ɔ̀ r ɔ́ - - - - -
2564	TomoKanDiangassagou	nape (below skull)	gwè+rè+ⁿ	g w è + r è +ⁿ	8744	g w è + r è +ⁿ
2565	ToroTegu	nape (below skull)	kɔ̀rɔ̀+cíw+rà	k ɔ̀ r ɔ̀ + c í w + r à	8745	k ɔ̀ r ɔ̀ + c í w + r à
2566	YandaDom	nape (below skull)	kɔ̀lɔ̀+lògò+tòrò	k ɔ̀ l ɔ̀ + l ò g ò + t ò r ò	8746	k ɔ̀ l ɔ̀ + l ò g ò + t ò r ò
2567	YornoSo	nape (below skull)	dùdɔ̀+rɔ́	d ù d ɔ̀ + r ɔ́	8747	d ù d ɔ̀ + r ɔ́
11467	BenTey	narrate, tell (story)	píl+lɛ́	p í l + l ɛ́	8748	p í l + l ɛ́
11468	Bunoge	narrate, tell (story)	dáb+ú+lè	d á b + ú + l è	8749	d á b + ú + l è
11469	DogulDomBendiely	narrate, tell (story)	tùŋ+ɛ́	t ù ŋ + ɛ́	8750	t ù ŋ + ɛ́
11470	DonnoSo	narrate, tell (story)	sɛ́g+ɛ̀+lɛ̀	s ɛ́ g + ɛ̀ + l ɛ̀	8751	s ɛ́ g + ɛ̀ + l ɛ̀
11471	JamsayDouentza	narrate, tell (story)	ɛ́rⁿɛ́wⁿ+ɛ́	ɛ́ rⁿ ɛ́ wⁿ + ɛ́	8752	ɛ́ rⁿ ɛ́ wⁿ + ɛ́
11472	JamsayDouentza	narrate, tell (story)	píl+lɛ́	p í l + l ɛ́	8748	p í l + l ɛ́
11473	Mombo	narrate, tell (story)	tííl+è	t íí l + è	8750	t íí l + è
11474	Nanga	narrate, tell (story)	tɛ́ɛ́n+jí	t ɛ́ɛ́ n + j í	8754	t ɛ́ɛ́ n + j í
11475	PergeTegu	narrate, tell (story)	píl+lɛ́	p í l + l ɛ́	8748	p í l + l ɛ́
11476	Tiranige	narrate, tell (story)	nár+á+m�ú	n á r + á + m � ú	8756	n á r + á + m � ú
11477	TogoKan	narrate, tell (story)	ɛ́nɛ́	ɛ́ n ɛ́	8757	ɛ́ n ɛ́
11478	TommoSoTongoTongo	narrate, tell (story)	élm+é	é l m + é	8758	é l m - + é
11479	ToroTegu	narrate, tell (story)	én+ó	é n + ó	8759	é n + ó
11480	YornoSo	narrate, tell (story)	élmé+é	é l m é + é	8758	é l m é + é
16381	BankanTey	narrow (passageway, road)	pɛ̀ŋg+ú	p ɛ̀ ŋ g + ú	8760	p ɛ̀ ŋ g + ú
16382	BenTey	narrow (passageway, road)	pɛ̀ngûw	p ɛ̀ n g û w	8761	p ɛ̀ n g û w
16383	Bunoge	narrow (passageway, road)	pɛ̀ŋg+ɛ̀	p ɛ̀ ŋ g + ɛ̀	8760	p ɛ̀ ŋ g + ɛ̀
16384	DonnoSo	narrow (passageway, road)	èmm+ú	è mm + ú	8764	è mm + ú
16385	JamsayDouentza	narrow (passageway, road)	ɛ̌m	ɛ̌ m	8764	ɛ̌ m - -
16386	JamsayMondoro	narrow (passageway, road)	ɛ̌m	ɛ̌ m	8764	ɛ̌ m - -
16387	Mombo	narrow (passageway, road)	pémb+ù	p é m b + ù	8767	p é m b + ù
16388	BonduSoNajamba	narrow (passageway, road)	pɛ̀mbíy+è	p ɛ̀ m b íy + è	8762	p ɛ̀ m b íy + è
16389	Nanga	narrow (passageway, road)	ɛ̀mb+í	ɛ̀ m b + í	8767	- ɛ̀ m b + í
16390	Nanga	narrow (passageway, road)	péŋ+î	p é ŋ + î	8760	p é ŋ - + î
16391	Penange	narrow (passageway, road)	pɛ̀ŋg+ɛ̀	p ɛ̀ ŋ g + ɛ̀	8760	p ɛ̀ ŋ g + ɛ̀
16392	PergeTegu	narrow (passageway, road)	ɛ̀mb+ú	ɛ̀ m b + ú	8767	- ɛ̀ m b + ú
16393	TebulUre	narrow (passageway, road)	ɛ̀mbɛ̌+ɛ̌	ɛ̀ m b ɛ̌ + ɛ̌	8762	- ɛ̀ m b ɛ̌ + ɛ̌
16394	Tiranige	narrow (passageway, road)	wéníw+è	w é n í w + è	8772	w é n í w + è
16395	TogoKan	narrow (passageway, road)	dèg+é	d è g + é	8773	d è g + é
16396	TommoSoTongoTongo	narrow (passageway, road)	ɛ̀mm+ú	ɛ̀ mm + ú	8764	ɛ̀ mm + ú
16397	ToroTegu	narrow (passageway, road)	cɛ̌m	c ɛ̌ m	8775	c ɛ̌ m
16398	YandaDom	narrow (passageway, road)	ɛ̀m+ù	ɛ̀ m + ù	8764	ɛ̀ m + ù
16399	YornoSo	narrow (passageway, road)	ɛ̀mìýⁿ	ɛ̀ m ì ýⁿ	8777	ɛ̀ m ì ýⁿ
16400	YornoSo	narrow (passageway, road)	ɛ̀m+ú	ɛ̀ m + ú	8764	ɛ̀ m + ú
1194	BankanTey	navel	kón	k ó n	8778	k ó n
1195	BenTey	navel	bɔ̀+ŋgɔ́	b ɔ̀ + ŋ g ɔ́	8779	b ɔ̀ + ŋ g - ɔ́ - - -
1196	Bunoge	navel	bɔ́+ŋgɛ́+lɛ̀	b ɔ́ + ŋ g ɛ́ + l ɛ̀	8779	b ɔ́ + ŋ g - ɛ́ + l ɛ̀
1197	DogulDomBendiely	navel	bɔ́+ŋgɔ̀	b ɔ́ + ŋ g ɔ̀	8779	b ɔ́ + ŋ g - ɔ̀ - - -
1198	DogulDomKundialang	navel	bɔ̀+ŋgɔ́	b ɔ̀ + ŋ g ɔ́	8779	b ɔ̀ + ŋ g - ɔ́ - - -
1199	DonnoSo	navel	bɔ̀+ŋgíì	b ɔ̀ + ŋ g í ì	8779	b ɔ̀ + ŋ g í ì - - -
1200	JamsayGourou	navel	kón	k ó n	8778	k ó n
1201	JamsayDouentza	navel	kón	k ó n	8778	k ó n
1202	JamsayMondoro	navel	kón	k ó n	8778	k ó n
1203	Mombo	navel	bò+ŋgè+lé	b ò + ŋ g è + l é	8779	b ò + ŋ g - è + l é
1204	BonduSoNajamba	navel	bɔ́+ŋgɔ̀ɔ̀	b ɔ́ + ŋ g ɔ̀ɔ̀	8779	b ɔ́ + ŋ g - ɔ̀ɔ̀ - - -
1205	Nanga	navel	bɔ̀+ŋgɔ́	b ɔ̀ + ŋ g ɔ́	8779	b ɔ̀ + ŋ g - ɔ́ - - -
1206	Penange	navel	bɔ̀+ŋgɔ̀	b ɔ̀ + ŋ g ɔ̀	8779	b ɔ̀ + ŋ g - ɔ̀ - - -
1207	PergeTegu	navel	bɔ̀+ŋgɔ́	b ɔ̀ + ŋ g ɔ́	8779	b ɔ̀ + ŋ g - ɔ́ - - -
1208	TebulUre	navel	bɔ̀+ŋgɔ́	b ɔ̀ + ŋ g ɔ́	8779	b ɔ̀ + ŋ g - ɔ́ - - -
1211	TogoKan	navel	bɔ̀+gú	b ɔ̀ + g ú	8793	b ɔ̀ + g ú -
1212	TommoSoTongoTongo	navel	bɔ̀+ŋgɔ̀ý	b ɔ̀ + ŋ g ɔ̀ ý	8779	b ɔ̀ + ŋ g ɔ̀ ý - - -
1213	TomoKanDiangassagou	navel	bɔ̀gíí+ⁿ	b ɔ̀ g íí +ⁿ	8795	b ɔ̀ g íí +ⁿ
1214	TomoKanSegue	navel	kùkù+kwɛ̀+ʔɛ̀+ⁿ	k ù k ù + k w ɛ̀ + ʔ ɛ̀ +ⁿ	8796	k ù k ù + k w ɛ̀ + ʔ ɛ̀ +ⁿ
1215	ToroTegu	navel	kórú	k ó r ú	8797	k ó r ú
1216	YandaDom	navel	bɔ̀ŋɔ̀	b ɔ̀ ŋ ɔ̀	8798	b ɔ̀ ŋ ɔ̀
1217	YornoSo	navel	bɔ̀+gìý	b ɔ̀ + g ì ý	8793	b ɔ̀ + g ì ý
7418	Ampari	near, close	ìŋg+à	ì ŋ g + à	8799	ì ŋ g + à
7419	BenTey	near, close	sɔ̀sûw	s ɔ̀ s û w	8800	s ɔ̀ s û w
7420	BenTey	near, close	sɔ̀sûw	s ɔ̀ s û w	8800	s ɔ̀ s û w
7421	Bunoge	near, close	tɔ́ɔ́ⁿtɔ́ɔ́ⁿb+ò	t ɔ́ɔ́ⁿ t ɔ́ɔ́ⁿ b + ò	8802	t ɔ́ɔ́ⁿ t ɔ́ɔ́ⁿ b + ò
7422	DogulDomBendiely	near, close	bɛ̀rɛ́g	b ɛ̀ r ɛ́ g	8803	b ɛ̀ r ɛ́ g - - - - -
7423	DogulDomKundialang	near, close	bɛ̀rùg+ú	b ɛ̀ r ù g + ú	8803	b ɛ̀ r ù g + ú - - -
7424	DogulDomKundialang	near, close	bɛ̀rǔg	b ɛ̀ r ǔ g	8803	b ɛ̀ r ǔ g - - - - -
7425	DonnoSo	near, close	bɛ̀r+ú	b ɛ̀ r + ú	8805	b ɛ̀ r + ú
7426	DonnoSo	near, close	bɛ̀ru�+u�	b ɛ̀ r u � + u �	8803	b ɛ̀ r u � - - + u �
7427	JamsayGourou	near, close	ɛ́ɛ́ŋ+í	ɛ́ɛ́ ŋ + í	8806	ɛ́ɛ́ ŋ + í
7428	JamsayGourou	near, close	ééŋíík+ɔ̀	éé ŋ íí k + ɔ̀	8823	éé ŋ íí k + ɔ̀
7429	JamsayDouentza	near, close	ééŋ	éé ŋ	8806	éé ŋ - -
7430	JamsayMondoro	near, close	ééŋ	éé ŋ	8806	éé ŋ - -
7431	Mombo	near, close	bɛ́r+ù	b ɛ́ r + ù	8805	b ɛ́ r + ù
7432	Mombo	near, close	péŋg+ú	p é ŋ g + ú	8824	p é ŋ g + ú
7433	BonduSoNajamba	near, close	dùmíy+è	d ù m íy + è	8801	d ù m íy + è
7434	Nanga	near, close	bɛ̀r+í	b ɛ̀ r + í	8805	b ɛ̀ r + í
7435	Penange	near, close	jám+á	j á m + á	8811	j á m + á
7436	PergeTegu	near, close	bɛ̀r+ú	b ɛ̀ r + ú	8805	b ɛ̀ r + ú
7437	TebulUre	near, close	bɛ̀rɛ́+ɛ́	b ɛ̀ r ɛ́ + ɛ́	8803	b ɛ̀ r ɛ́ - - - + ɛ́ -
7438	TebulUre	near, close	bɛ̀rɛ́+ɛ́	b ɛ̀ r ɛ́ + ɛ́	8803	b ɛ̀ r ɛ́ - - - + ɛ́ -
7439	Tiranige	near, close	bɛ́ɛ́r+í	b ɛ́ɛ́ r + í	8805	b ɛ́ɛ́ r + í
7440	TogoKan	near, close	ɛ́ɛ́ŋ+ú	ɛ́ɛ́ ŋ + ú	8806	ɛ́ɛ́ ŋ + ú
7441	TommoSoTongoTongo	near, close	bɛ̀rúg+ó	b ɛ̀ r ú g + ó	8803	b ɛ̀ r ú g + ó - - -
7442	ToroTegu	near, close	bɛ̀r+ú	b ɛ̀ r + ú	8805	b ɛ̀ r + ú
7443	YandaDom	near, close	bɛ̀d+ú	b ɛ̀ d + ú	8805	b ɛ̀ d + ú
7444	YornoSo	near, close	bɛ̀r+ú	b ɛ̀ r + ú	8805	b ɛ̀ r + ú
2530	Ampari	neck	pàdò	p à d ò	8825	p à d ò
2531	BankanTey	neck	kɔ̀rɔ́	k ɔ̀ r ɔ́	8826	k ɔ̀ r ɔ́
2532	BenTey	neck	kɔ̀rɔ́	k ɔ̀ r ɔ́	8826	k ɔ̀ r ɔ́
2533	Bunoge	neck	kólá+ŋgè	k ó l á + ŋ g è	8829	k ó l á + ŋ g è
2534	DogulDomBendiely	neck	mɔ́ɔ́+gù	m ɔ́ɔ́ + g ù	8830	m ɔ́ɔ́ + g ù
2535	DogulDomKundialang	neck	mɔ̌ɔ̌+g	m ɔ̌ɔ̌ + g	8830	m ɔ̌ɔ̌ + g -
2536	DonnoSo	neck	kɔ̀lɔ̀+kɔ̀lɔ́	k ɔ̀ l ɔ̀ + k ɔ̀ l ɔ́	8832	k ɔ̀ l ɔ̀ + k ɔ̀ l ɔ́
2537	JamsayGourou	neck	kɔ̀rɔ́	k ɔ̀ r ɔ́	8826	k ɔ̀ r ɔ́
2538	JamsayDouentza	neck	kɔ̀rɔ́	k ɔ̀ r ɔ́	8826	k ɔ̀ r ɔ́
2539	Mombo	neck	párù	p á r ù	8825	p á r ù
2540	BonduSoNajamba	neck	mɔ�ɔ�	m ɔ � ɔ �	8828	m ɔ � ɔ �
2541	Nanga	neck	kɔ̀rɔ́	k ɔ̀ r ɔ́	8826	k ɔ̀ r ɔ́
2542	Penange	neck	pàrò	p à r ò	8825	p à r ò
2543	PergeTegu	neck	kɔ̀rɔ́	k ɔ̀ r ɔ́	8826	k ɔ̀ r ɔ́
2544	TebulUre	neck	kwàá	k w à á	8839	k w à á
2545	Tiranige	neck	mɔ́ɔ́	m ɔ́ɔ́	8830	m ɔ́ɔ́ - - -
2546	TogoKan	neck	kɔ̀rɔ́	k ɔ̀ r ɔ́	8826	k ɔ̀ r ɔ́
2547	TommoSoTongoTongo	neck	ɔ̀dɔ́	ɔ̀ d ɔ́	8842	ɔ̀ d ɔ́
2548	TomoKanDiangassagou	neck	kɔ̀lɔ̀	k ɔ̀ l ɔ̀	8826	k ɔ̀ l ɔ̀
2549	TomoKanSegue	neck	kɔ̀lɔ̀	k ɔ̀ l ɔ̀	8826	k ɔ̀ l ɔ̀
2550	ToroTegu	neck	kɔ̀rɔ́	k ɔ̀ r ɔ́	8826	k ɔ̀ r ɔ́
2551	YandaDom	neck	kɔ̀lɔ̀	k ɔ̀ l ɔ̀	8826	k ɔ̀ l ɔ̀
2552	YornoSo	neck	kùkɔ̀+lɔ́	k ù k ɔ̀ + l ɔ́	8847	k ù k ɔ̀ + l ɔ́
3935	BankanTey	necklace	kɔ̀rɔ̀+dúwà	k ɔ̀ r ɔ̀ + d ú w à	8848	k ɔ̀ r ɔ̀ + d ú w à - - -
3936	BenTey	necklace	kɔ̀rɔ̀+dúwɔ̀	k ɔ̀ r ɔ̀ + d ú w ɔ̀	8848	k ɔ̀ r ɔ̀ + d ú w ɔ̀ - - -
3937	Bunoge	necklace	kɔ́l+lɛ̀	k ɔ́ l + l ɛ̀	8851	k ɔ́ l + l ɛ̀
3938	DogulDomBendiely	necklace	dùgéé+gù	d ù g éé + g ù	8852	d ù g éé + g ù
3939	DogulDomKundialang	necklace	dùgɛ̌ɛ̌+g	d ù g ɛ̌ɛ̌ + g	8852	d ù g ɛ̌ɛ̌ + g -
3940	DonnoSo	necklace	dùgɛ̌+y	d ù g ɛ̌ + y	8852	d ù g ɛ̌ + - y
3941	JamsayGourou	necklace	dù+gɔ́	d ù + g ɔ́	8850	d ù + g ɔ́
3942	JamsayDouentza	necklace	dú+gɔ́	d ú + g ɔ́	8850	d ú + g ɔ́
3943	JamsayDouentza	necklace	kɔ̀rɔ́+dú+gɔ̀	k ɔ̀ r ɔ́ + d ú + g ɔ̀	8848	k ɔ̀ r ɔ́ + d ú - - + g ɔ̀
3944	Mombo	necklace	kíí+ŋgú	k íí + ŋ g ú	8857	k íí + ŋ g ú
3945	BonduSoNajamba	necklace	dú+gàà	d ú + g àà	8850	d ú + g àà
3946	Nanga	necklace	dùgàn+jâ	d ù g à n + j â	8858	d ù g à n + j â
3947	Penange	necklace	pár+yè	p á r + y è	8859	p á r + y è
3948	PergeTegu	necklace	dùgɔ̀íì+ⁿ	d ù g ɔ̀í ì +ⁿ	8860	d ù g ɔ̀í - ì +ⁿ - - - -
3949	PergeTegu	necklace	dùgɔ̀ììⁿ+kɔ̀rɔ́	d ù g ɔ̀ ì ìⁿ + k ɔ̀ r ɔ́	8860	d ù g ɔ̀ ì ìⁿ + k ɔ̀ r ɔ́
3950	TebulUre	necklace	dùgàí+yɛ̀	d ù g à í + yɛ̀	8860	d ù g à - í + - - - yɛ̀
3951	Tiranige	necklace	dùjɛ̀	d ù j ɛ̀	8862	d ù j ɛ̀
3952	TogoKan	necklace	kɔ̀rɔ̀+dìŋɛ̌ɛ̌	k ɔ̀ r ɔ̀ + d ì ŋ ɛ̌ɛ̌	8863	k ɔ̀ r ɔ̀ + d ì ŋ ɛ̌ɛ̌
3953	TommoSoTongoTongo	necklace	dú+gɔ́	d ú + g ɔ́	8850	d ú + g ɔ́
3954	TomoKanSegue	necklace	jìgè+ⁿ	j ì g è +ⁿ	8865	j ì g è +ⁿ
3955	TomoKanSegue	necklace	kɔ̀lɔ̀+jìgè+ⁿ	k ɔ̀ l ɔ̀ + j ì g è +ⁿ	8867	k ɔ̀ l ɔ̀ + j ì g è +ⁿ -
3956	ToroTegu	necklace	dù+gɔ́	d ù + g ɔ́	8850	d ù + g ɔ́
3957	YandaDom	necklace	kɔ̀lɔ̀+dùgɔ̌+y	k ɔ̀ l ɔ̀ + d ù g ɔ̌ + y	8867	k ɔ̀ l ɔ̀ + d ù g ɔ̌ + y
